Celan Date,Quarter,Product ID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit/Sales
14.07.2016,2016-Q3,TEC-PH-10002262,542,CA-2016-136924,7/14/2016,7/17/2016,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,"380.864,00",8,0.2,"380.864,00",
14.07.2016,2016-Q3,OFF-SU-10004115,599,CA-2016-120180,7/14/2016,7/16/2016,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,Acme Stainless Steel Office Snips,"11.632,00",2,0.2,"-628.945,00",
14.07.2016,2016-Q3,OFF-ST-10004634,1207,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0,"3.363,00",
14.07.2016,2016-Q3,OFF-BI-10002160,1208,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,Acco Hanging Data Binders,"9.144,00",3,0.2,"38.047,00",
14.07.2016,2016-Q3,OFF-FA-10002988,1209,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,Ideal Clamps,"46.217,00",7,0,"2.572.556,00",
14.07.2016,2016-Q3,OFF-AR-10004999,1210,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,Newell 315,41.86,7,0,"10.465,00",
14.07.2016,2016-Q3,OFF-BI-10001031,1211,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,"8.544,00",2,0.2,"2.533.355,00",
14.07.2016,2016-Q3,FUR-BO-10004695,1212,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,"579.136,00",4,0.2,"217.176,00",
14.07.2016,2016-Q3,TEC-PH-10003437,1306,CA-2016-101966,7/14/2016,7/16/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,"419.944,00",7,0.2,"52.493,00",
14.07.2016,2016-Q3,OFF-BI-10004094,2154,CA-2016-117282,7/14/2016,7/18/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,"5.133,00",
14.07.2016,2016-Q3,TEC-AC-10002345,2187,CA-2016-101378,7/14/2016,7/14/2016,Same Day,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810,South,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,"29,00",2,0,7.25,
14.07.2016,2016-Q3,OFF-FA-10000936,4682,CA-2016-169215,7/14/2016,7/18/2016,Second Class,RE-19450,Richard Eichhorn,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,29.61,9,0,"133.245,00",
14.07.2016,2016-Q3,OFF-PA-10001497,6666,CA-2016-115483,7/14/2016,7/18/2016,Second Class,JS-15880,John Stevenson,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Paper,Xerox 1914,219.84,5,0.2,"79.692,00",
14.07.2016,2016-Q3,OFF-BI-10003963,6957,CA-2016-157588,7/14/2016,7/19/2016,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,5,0,"17.108,00",
14.07.2016,2016-Q3,FUR-FU-10004848,6958,CA-2016-157588,7/14/2016,7/19/2016,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0,"15.525,00",
14.07.2016,2016-Q3,TEC-PH-10004093,7224,CA-2016-109953,7/14/2016,7/18/2016,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,Panasonic Kx-TS550,"110.376,00",3,0.2,"830.533,00",
14.07.2016,2016-Q3,OFF-AP-10002998,7225,CA-2016-109953,7/14/2016,7/18/2016,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,151.62,7,0,"500.346,00",
14.07.2016,2016-Q3,FUR-FU-10000073,7226,CA-2016-109953,7/14/2016,7/18/2016,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,"46.264,00",4,0,"10.164,00",
15.07.2016,2016-Q3,OFF-SU-10000952,2238,CA-2016-122322,7/15/2016,7/21/2016,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,84604,West,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4,5,0,"12.432,00",
15.07.2016,2016-Q3,FUR-CH-10004886,7932,US-2016-168095,7/15/2016,7/20/2016,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Portland,Oregon,97206,West,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,"23.028,00",
15.07.2016,2016-Q3,OFF-PA-10003641,7933,US-2016-168095,7/15/2016,7/20/2016,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Paper,Xerox 1909,105.52,5,0.2,"34.294,00",
16.07.2016,2016-Q3,OFF-ST-10001328,188,CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray","37.224,00",3,0.2,"1.944.613,00",
16.07.2016,2016-Q3,OFF-PA-10001950,189,CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,"20.016,00",3,0.2,"6.255,00",
16.07.2016,2016-Q3,TEC-PH-10001425,600,US-2016-100720,7/16/2016,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,Mophie Juice Pack Helium for iPhone,"143.982,00",3,0.4,"-287.964,00",
16.07.2016,2016-Q3,TEC-PH-10003963,601,US-2016-100720,7/16/2016,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,GE 2-Jack Phone Line Splitter,"494.376,00",4,0.4,"-1.153.544,00",
16.07.2016,2016-Q3,OFF-SU-10001574,602,US-2016-100720,7/16/2016,7/21/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2,0.73,
16.07.2016,2016-Q3,FUR-FU-10001940,3365,CA-2016-130050,7/16/2016,7/18/2016,Second Class,MC-17425,Mark Cousins,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,Staple-based wall hangings,"9.552,00",3,0.6,"-38.208,00",
16.07.2016,2016-Q3,OFF-EN-10001509,6963,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,Poly String Tie Envelopes,"46.063,00",5,0,"4.794,00",
16.07.2016,2016-Q3,OFF-AR-10003338,6964,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22.32,3,0,5.58,
16.07.2016,2016-Q3,OFF-BI-10004728,6965,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,"46.046,00",5,0,"11.086,00",
16.07.2016,2016-Q3,TEC-AC-10000358,6966,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,75.98,2,0,"182.352,00",
16.07.2016,2016-Q3,OFF-BI-10002764,6967,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.46,2,0,"-89.788,00",
16.07.2016,2016-Q3,OFF-PA-10001461,6968,CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),60.12,9,0,"288.576,00",
17.07.2016,2016-Q3,OFF-ST-10003479,43,CA-2016-101343,17.07.2016,7/22/2016,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,"3.894,00",
17.07.2016,2016-Q3,OFF-AP-10004487,2046,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2,0,"455.392,00",
17.07.2016,2016-Q3,TEC-PH-10001760,2047,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,Technology,Phones,Bose SoundLink Bluetooth Speaker,"597,00",3,0,280.59,
17.07.2016,2016-Q3,OFF-PA-10004071,2048,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,"266.304,00",
17.07.2016,2016-Q3,OFF-PA-10001471,3108,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0,"-373.002,00",
17.07.2016,2016-Q3,OFF-ST-10002344,3109,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,"2.442.835,00",
17.07.2016,2016-Q3,OFF-PA-10001892,3110,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0,"2.022.044,00",
17.07.2016,2016-Q3,OFF-PA-10001934,3111,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,Xerox 1993,51.84,8,0,"254.016,00",
17.07.2016,2016-Q3,OFF-ST-10000078,3112,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0,"477.306,00",
17.07.2016,2016-Q3,FUR-FU-10001847,6274,US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0,"1.027.154,00",
17.07.2016,2016-Q3,TEC-AC-10004595,6275,US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,First Data TMFD35 PIN Pad,428.4,3,0,"89.964,00",
17.07.2016,2016-Q3,FUR-FU-10004164,6276,US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,0,10.89,
17.07.2016,2016-Q3,OFF-LA-10001074,6277,US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,Round Specialty Laser Printer Labels,87.71,7,0,"412.237,00",
17.07.2016,2016-Q3,OFF-ST-10000604,6278,US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,Home/Office Personal File Carts,69.52,2,0,17.38,
17.07.2016,2016-Q3,TEC-PH-10000148,6279,US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,"20.784,00",2,0.2,"-46.764,00",
17.07.2016,2016-Q3,OFF-BI-10000042,6280,US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""","12.816,00",3,0.2,"-90.487,00",
17.07.2016,2016-Q3,OFF-AP-10002892,7842,CA-2016-116603,7/17/2016,7/22/2016,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,45.96,2,0,"13.788,00",
18.07.2016,2016-Q3,FUR-CH-10002335,1201,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,Hon GuestStacker Chair,"544.008,00",3,0.2,"408.006,00",
18.07.2016,2016-Q3,OFF-BI-10004967,1202,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,Round Ring Binders,"1.872,00",3,0.7,"-14.352,00",
18.07.2016,2016-Q3,FUR-CH-10002331,1203,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,"854.352,00",3,0.2,"1.787.772,00",
18.07.2016,2016-Q3,OFF-ST-10002292,1204,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish","593.568,00",2,0.2,"0,00",
18.07.2016,2016-Q3,OFF-ST-10000689,1205,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,"-33.804,00",
18.07.2016,2016-Q3,FUR-CH-10000988,1842,CA-2016-157763,7/18/2016,7/23/2016,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,Furniture,Chairs,Hon Olson Stacker Stools,140.81,1,0,"394.268,00",
18.07.2016,2016-Q3,OFF-SU-10004782,3661,CA-2016-161676,7/18/2016,7/23/2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,5,0.2,"4.225,00",
18.07.2016,2016-Q3,TEC-AC-10000487,4730,CA-2016-124681,7/18/2016,7/23/2016,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,"15.576,00",3,0.2,"437.987,00",
18.07.2016,2016-Q3,TEC-PH-10001924,6848,CA-2016-162110,7/18/2016,7/22/2016,Standard Class,NP-18670,Nora Paige,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,iHome FM Clock Radio with Lightning Dock,"55.992,00",1,0.2,"1.130.487,00",
18.07.2016,2016-Q3,OFF-AR-10001545,8139,CA-2016-102561,7/18/2016,7/22/2016,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,Newell 326,"11.264,00",8,0.2,"281.969,00",
18.07.2016,2016-Q3,OFF-ST-10001476,8140,CA-2016-102561,7/18/2016,7/22/2016,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,284.08,10,0.2,"24.857,00",
18.07.2016,2016-Q3,OFF-PA-10004971,8141,CA-2016-102561,7/18/2016,7/22/2016,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,Xerox 196,"18.496,00",4,0.2,"1.880.422,00",
19.07.2016,2016-Q3,FUR-FU-10001185,5985,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0,"760.878,00",
19.07.2016,2016-Q3,OFF-BI-10003007,5986,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0,"356.776,00",
19.07.2016,2016-Q3,OFF-ST-10002485,5987,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0,"8.792,00",
19.07.2016,2016-Q3,OFF-PA-10001033,5988,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Paper,Xerox 1893,245.94,6,0,"1.205.106,00",
19.07.2016,2016-Q3,OFF-BI-10000404,5989,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,"46.181,00",1,0,"4.042,00",
19.07.2016,2016-Q3,FUR-BO-10003546,5990,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,5,0,"126.225,00",
19.07.2016,2016-Q3,TEC-PH-10002070,7278,CA-2016-157217,7/19/2016,7/21/2016,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,"35.984,00",2,0.2,"4.498,00",
19.07.2016,2016-Q3,TEC-AC-10003095,7279,CA-2016-157217,7/19/2016,7/21/2016,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0,"1.325.898,00",
20.07.2016,2016-Q3,TEC-PH-10003589,7987,CA-2016-137939,7/20/2016,7/23/2016,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,5,0,"43.176,00",
21.07.2016,2016-Q3,OFF-BI-10000301,2071,CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,GBC Instant Report Kit,"1.941,00",1,0.7,"-1.294,00",
21.07.2016,2016-Q3,OFF-AR-10000914,5664,CA-2016-141957,7/21/2016,7/21/2016,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,"18.656,00",2,0.2,"764.089,00",
21.07.2016,2016-Q3,OFF-BI-10001116,5665,CA-2016-141957,7/21/2016,7/21/2016,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders","11.088,00",7,0.7,"-81.312,00",
21.07.2016,2016-Q3,OFF-ST-10002276,5666,CA-2016-141957,7/21/2016,7/21/2016,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,Safco Steel Mobile File Cart,"66.688,00",1,0.2,"4.168,00",
21.07.2016,2016-Q3,OFF-ST-10004340,5667,CA-2016-141957,7/21/2016,7/21/2016,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,"Fellowes Mobile File Cart, Black","99.488,00",2,0.2,"1.881.944,00",
21.07.2016,2016-Q3,OFF-LA-10000262,5833,CA-2016-142895,7/21/2016,7/26/2016,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Labels,Avery 494,"6.264,00",3,0.2,"-563.171,00",
21.07.2016,2016-Q3,FUR-CH-10002961,5834,CA-2016-142895,7/21/2016,7/26/2016,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Chairs,"Leather Task Chair, Black",363.92,5,0.2,"0,00",
21.07.2016,2016-Q3,OFF-EN-10003001,6560,CA-2016-160941,7/21/2016,7/26/2016,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,95661,West,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,419.9,5,0,"197.353,00",
21.07.2016,2016-Q3,OFF-LA-10003766,6561,CA-2016-160941,7/21/2016,7/26/2016,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,95661,West,Office Supplies,Labels,Self-Adhesive Removable Labels,3.15,1,0,"1.512,00",
22.07.2016,2016-Q3,OFF-LA-10003766,1117,CA-2016-144855,7/22/2016,7/24/2016,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,Self-Adhesive Removable Labels,"46.087,00",2,0,"3.024,00",
22.07.2016,2016-Q3,OFF-AR-10002221,1527,CA-2016-122392,7/22/2016,7/27/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Art,12 Colored Short Pencils,4.16,2,0.2,"364,00",
22.07.2016,2016-Q3,FUR-FU-10002456,1528,CA-2016-122392,7/22/2016,7/27/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange","11.648,00",2,0.2,"580.067,00",
22.07.2016,2016-Q3,TEC-AC-10004975,4441,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1,0,"362.835,00",
22.07.2016,2016-Q3,OFF-ST-10001932,4442,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,5,0,"135.219,00",
22.07.2016,2016-Q3,OFF-AR-10001761,4443,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,29.2,5,0,"10.512,00",
22.07.2016,2016-Q3,OFF-PA-10002262,4444,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Paper,Xerox 192,32.4,5,0,"15.552,00",
22.07.2016,2016-Q3,OFF-SU-10004261,5453,CA-2016-140613,7/22/2016,7/29/2016,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5,0,"24.998,00",
22.07.2016,2016-Q3,OFF-AP-10002350,8757,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0,"1.316.609,00",
22.07.2016,2016-Q3,OFF-PA-10004100,8758,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Paper,Xerox 216,51.84,8,0,"248.832,00",
22.07.2016,2016-Q3,FUR-FU-10000794,8759,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0,"485.288,00",
22.07.2016,2016-Q3,OFF-BI-10002012,8760,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,"46.117,00",3,0,"2.592,00",
23.07.2016,2016-Q3,OFF-AR-10002956,834,CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,"35.216,00",2,0.2,"1.648.007,00",
23.07.2016,2016-Q3,OFF-AP-10003266,835,CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room","23.696,00",2,0.2,"1.192.305,00",
23.07.2016,2016-Q3,TEC-MA-10004002,836,CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,"265.475,00",1,0.5,"-1.114.995,00",
23.07.2016,2016-Q3,OFF-BI-10000948,4237,CA-2016-162404,7/23/2016,7/27/2016,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand","11.416,00",4,0.8,"-188.364,00",
